;number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;type of house;parking;district;street;concierge;garbage chute
1633;3;112.0;17;5;10500000.0;евро;совмещенный;лоджия;2004;1.0;кирпичный;за шлагбаумом во дворе, открытая во дворе;р-н Свердловский;улица Николая Островского, 69;1;0
1634;2;44.3;2;2;1900000.0;требует ремонта;раздельный;балкон;1957;0.0;кирпичный;открытая во дворе;р-н Кировский;улица Закамская, 42;0;0
1635;1;37.0;14;10;2750000.0;косметический;совмещенный;лоджия;1981;1.0;кирпичный;открытая во дворе;р-н Свердловский;улица улица Моторостроителей, 21;0;1
1636;;;;;;;;;;;;;;;;
1637;3;69.1;9;7;4650000.0;косметический;совмещенный;балкон;1992;1.0;панельный;открытая во дворе;р-н Дзержинский;улица 1-я, ул.,;0;1
1638;4;95.2;17;11;6700000.0;евро;раздельный;лоджия;2010;1.0;панельный;за шлагбаумом во дворе;р-н Мотовилихинский;улица Хрустальная, 11;1;1
1639;2;70.5;18;17;6890000.0;косметический;совмещенный;лоджия;2005;2.0;кирпичный;за шлагбаумом во дворе;р-н Мотовилихинский;бульвар Гагарина, 26;1;0
1640;3;86.0;11;5;5700000.0;косметический;раздельный;лоджия;1993;2.0;кирпичный;открытая во дворе;р-н Свердловский;улица Солдатова, 29/2;0;0
1641;;;;;;;;;;;;;;;;
1642;4;212.0;6;5;15000000.0;дизайнерский;раздельный;лоджия;1999;1.0;кирпичный;подземная, за шлагбаумом во дворе;р-н Кировский;улица Кировоградская, 40;1;0
1643;3;82.9;17;15;6250000.0;евро;раздельный;балкон;2009;1.0;кирпичный;за шлагбаумом во дворе;р-н Свердловский;улица Новосибирская, 13;1;0
1644;1;32.8;12;1;2100000.0;требует ремонта;раздельный;нет;1980;1.0;панельный;открытая во дворе;р-н Свердловский;улица Героев Хасана, 149к2;0;0
1645;2;68.6;10;5;4550000.0;косметический;раздельный;лоджия;2018;2.0;панельный;за шлагбаумом во дворе;р-н Кировский;улица Судозаводская, 15А;0;0
1646;2;53.5;14;10;4300000.0;требует ремонта;раздельный;лоджия;1976;1.0;кирпичный;открытая во дворе;р-н Индустриальный;шоссеКосмонавтов, 110;0;1
1647;2;81.6;10;3;4900000.0;евро;раздельный;лоджия;2006;1.0;кирпичный;за шлагбаумом во дворе, открытая во дворе;р-н Кировский;улица Кировоградская, 6;0;0
1648;1;13.0;9;1;720000.0;косметический;совмещенный;балкон;1980;1.0;кирпичный;открытая во дворе;р-н Свердловский;улица Тбилисская, 1А;1;0
1649;4;92.0;5;5;9800000.0;требует ремонта;раздельный;балкон;1959;0.0;кирпичный;за шлагбаумом во дворе;р-н Мотовилихинский;улица Уральская, 113;0;0
1650;2;45.8;5;5;1850000.0;косметический;раздельный;балкон;1973;0.0;панельный;открытая во дворе;р-н Кировский;улица Воронежская, 3;0;0
1651;2;56.6;16;3;5450000.0;евро;раздельный;лоджия;2015;2.0;панельный;за шлагбаумом во дворе;р-н Индустриальный;улица Космонавта Беляева, 8;1;1
1652;;;;;;;;;;;;;;;;
1653;1;42.9;16;13;2300000.0;требует ремонта;совмещенный;лоджия;2021;1.0;монолитный;открытая во дворе;р-н Кировский;улица Адмирала Макарова, 23;0;0
1654;1;38.0;4;1;2080000.0;дизайнерский;раздельный;нет;1958;0.0;панельный;открытая во дворе;р-н Кировский;улица Кировоградская, 73А;0;0
1655;4;102.4;10;9;6200000.0;дизайнерский;раздельный;лоджия;2003;1.0;панельный;за шлагбаумом во дворе;р-н Кировский;улица Каляева, 20;1;0
1656;;;;;;;;;;;;;;;;
1657;1;37.6;20;17;3750000.0;косметический;совмещенный;лоджия;2020;3.0;монолитный;за шлагбаумом во дворе, открытая во дворе;р-н Индустриальный;улица Карпинского, 14;1;0
1658;3;42.0;5;4;3750000.0;косметический;раздельный;нет;1960;0.0;кирпичный;открытая во дворе;р-н Мотовилихинский;улица Дружбы, 16;0;0
1659;2;54.9;9;7;2800000.0;требует ремонта;раздельный;лоджия;1988;1.0;панельный;за шлагбаумом во дворе;р-н Орджоникидзевский;улица Молдавская, 6Б;0;1
1660;1;32.0;25;9;3000000.0;косметический;совмещенный;балкон;2019;1.0;монолитный;за шлагбаумом во дворе, открытая во дворе;р-н Дзержинский;улица Крылова, 17;0;0
1661;3;63.0;9;2;6300000.0;косметический;раздельный;балкон;1973;1.0;панельный;за шлагбаумом во дворе;р-н Ленинский;улица Пушкина, 7;0;1
1662;1;40.3;16;10;3800000.0;евро;совмещенный;балкон;2001;1.0;панельный;наземная многоуровневая, за шлагбаумом во дворе, открытая во дворе;р-н Дзержинский;улица Толмачёва, 17;1;1
1663;1;54.5;17;12;4000000.0;косметический;совмещенный;лоджия;2007;2.0;кирпичный;за шлагбаумом во дворе;р-н Кировский;улица Адмирала Ушакова, 32;0;0
1664;1;12.0;5;1;400000.0;косметический;совмещенный;нет;1980;0.0;кирпичный;открытая во дворе;р-н Свердловский;улица Лукоянова, 8;0;0
1665;3;64.0;10;3;3550000.0;требует ремонта;раздельный;балкон;1993;1.0;панельный;открытая во дворе;р-н Мотовилихинский;улица Восстания, 13;0;1
1666;1;41.1;19;12;3600000.0;евро;совмещенный;лоджия;2018;1.0;кирпичный;наземная многоуровневая, открытая во дворе;р-н Дзержинский;улица Челюскинцев, 23;0;0
1667;1;34.0;3;3;2580000.0;косметический;совмещенный;балкон;2016;0.0;кирпичный;за шлагбаумом во дворе;р-н Орджоникидзевский;улица Домостроительная, 6;0;0
