physical address;number of rooms;area of apartment;number of floors;apartment floor;price;link;repair;bathroom;view from the windows;terrace;year of construction;elevator;extra;type of house;parking
Пермский край, Пермь, ул. Калинина, 66| р-н Кировский;1;38 м²;25;18;2770000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_38m_1825et._2183352299;косметический;совмещенный;во двор;лоджия;2019;2;консьерж;монолитный;за шлагбаумом во дворе
Пермский край, Пермь, Вильвенская ул., 17| р-н Дзержинский;2;43.8 м²;5;4;3300000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_438m_45et._2213130003;;раздельный;;балкон;1969;;;панельный;
Пермский край, Пермь, Холмогорская ул., 11| р-н Свердловский;2;46 м²;5;1;2750000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_46m_15et._2190475683;;раздельный;;нет;1969;;;кирпичный;
Пермский край, Пермь, ул. Мира, 11| р-н Индустриальный;1;42 м²;17;3;4850000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_42m_317et._2225855216;косметический;совмещенный;на улицу;балкон;2005;1;консьерж, мусоропровод;кирпичный;за шлагбаумом во дворе, открытая во дворе
Пермский край, Пермь, Уинская ул., 9| р-н Мотовилихинский;2;61.5 м²;10;4;5200000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_615m_410et._2169225831;;раздельный;на улицу, во двор;лоджия;2003;1;газоснабжение;кирпичный;за шлагбаумом во дворе
Пермский край, Пермь, Краснополянская ул., 4| р-н Свердловский;1;31 м²;5;3;2550000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_35et._2233190595;;;;балкон;1962;;;кирпичный;
Пермский край, Пермь, Ивановская ул., 16| р-н Мотовилихинский;2;65 м²;9;5;5200000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_65m_59et._2142521294;;;во двор;лоджия;2007;1;газоснабжение;кирпичный;за шлагбаумом во дворе
Пермский край, Пермь, ул. Овчинникова, 18| р-н Дзержинский;3;69 м²;10;6;5400000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_69m_610et._2221325629;косметический;раздельный;во двор;лоджия;1988;1;мусоропровод, газоснабжение;панельный;открытая во дворе
Пермский край, Пермь, Теплогорская ул., 20| р-н Индустриальный;1;38.5 м²;4;1;3350000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_385m_14et._2228936463;евро;совмещенный;на улицу;балкон;2012;0;;кирпичный;
Пермский край, Пермь, ул. Героев Хасана, 149Б| р-н Свердловский;1;32.2 м²;5;3;1800000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_322m_35et._1761908154;косметический;совмещенный;во двор;нет;;0;;кирпичный;открытая во дворе
Пермский край, Пермь, Ветлужская ул., 95| р-н Дзержинский;2;45.2 м²;4;4;2500000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_452m_44et._2187463866;евро;совмещенный;во двор;балкон;;;газоснабжение;кирпичный;открытая во дворе
Пермский край, Пермь, ул. Героев Хасана, 149Б| р-н Свердловский;1;32.2 м²;5;3;1800000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_322m_35et._1761908154;косметический;совмещенный;во двор;нет;;0;;кирпичный;открытая во дворе
Пермь, улица Клары Цеткин, 23| р-н Свердловский;1;42 м²;9;7;2450000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_42m_79et._2185221699;косметический;совмещенный;во двор;нет;1981;1;мусоропровод;кирпичный;открытая во дворе
;;;;;;https://www.avito.ru/perm/kvartiry/4-k._kvartira_83m_310et._2219490189;;;;;;;;;
Пермский край, Пермь, пр-т Декабристов, 33| р-н Индустриальный;1;36.9 м²;10;8;2950000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_369m_810et._2213434759;косметический;раздельный;во двор;лоджия;1988;1;мусоропровод, газоснабжение;панельный;открытая во дворе
Пермский край, Пермь, Подлесная ул., 2| р-н Дзержинский;3;77.8 м²;25;24;7800000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_778m_2425et._2215092867;евро;раздельный;на улицу, во двор;балкон;2018;2;консьерж;монолитный;за шлагбаумом во дворе
Пермский край, Пермь, ул. Льва Шатрова, 17| р-н Свердловский;2;42.5 м²;5;1;2700000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_425m_15et._2201985458;косметический;совмещенный;;балкон;1962;;газоснабжение;кирпичный;
пр-т Декабристов, д. 16А| р-н Индустриальный;2;63.7 м²;25;20;5889000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_637_m_2025_et._2190177886;;;;;;;;монолитный;
ул. Лукоянова, д. 28а| р-н Свердловский;3;66.5 м²;6;5;4792000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_665_m_56_et._2024429241;;;;;;;;монолитный;
ул. Карла Модераха, д. 8| р-н Свердловский;2;62.7 м²;25;9;4828000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_627m_925et._2136990905;;раздельный;на улицу;лоджия;;1;;монолитный;подземная, открытая во дворе
Пермский край, Пермь, ул. Капитана Гастелло, 10| р-н Индустриальный;3;81.3 м²;16;2;6100000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_813_m_216_et._2180544433;;;;балкон;;;;монолитный;
Пермский край, Пермь, Хрустальная ул., 11| р-н Мотовилихинский;4;94.1 м²;17;14;7000000;https://www.avito.ru/perm/kvartiry/4-k._kvartira_941_m_1417_et._2218263888;;;на улицу, во двор;балкон;;;;панельный;
Пермский край, Пермь, ул. Козьмы Минина, 5| р-н Свердловский;2;43 м²;9;2;3100000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_29et._2149097714;косметический;совмещенный;во двор;лоджия;1989;1;мусоропровод, газоснабжение;кирпичный;открытая во дворе
ул. Краснофлотская, д. 30Б| р-н Свердловский;2;66.3 м²;19;8;5950000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_663m_819et._2216293885;;совмещенный;на улицу;лоджия;;1;;монолитный;подземная, за шлагбаумом во дворе
ул. Краснополянская, д. 34| р-н Свердловский;2;44 м²;20;13;3433560;https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_1320et._2038057381;;;;балкон;;2;;монолитный;
Пермский край, Пермь, ул. 25 Октября, 38| р-н Свердловский;3;65.2 м²;10;9;4750000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_652m_910et._2180320223;;раздельный;на улицу, во двор;лоджия;1988;1;мусоропровод;кирпичный;за шлагбаумом во дворе
Пермский край, Пермь, ул. Генерала Панфилова, 13А| р-н Кировский;1;26 м²;5;2;1560000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_26m_25et._2170605577;требует ремонта;совмещенный;на улицу;балкон;1974;0;газоснабжение;панельный;открытая во дворе
Пермский край, Пермь, ул. Профессора Дедюкина, 6| р-н Ленинский;3;65.4 м²;10;1;3650000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_654m_110et._2109903265;требует ремонта;раздельный;;нет;;;мусоропровод, газоснабжение;панельный;открытая во дворе
Пермский край, Пермь, ул. Кронита, 15| р-н Орджоникидзевский;1;32 м²;5;3;1600000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_35et._2201519157;косметический;раздельный;во двор;балкон;1976;0;газоснабжение;панельный;открытая во дворе
Пермский край, Пермь, ш. Космонавтов, 205| р-н Индустриальный;1;30.8 м²;5;3;2499999;https://www.avito.ru/perm/kvartiry/1-k._kvartira_308m_35et._2061079763;косметический;совмещенный;на улицу;нет;1965;;газоснабжение;кирпичный;открытая во дворе
